# Trust Score Evolution for cifar10_complete_gradient_n10_trust
# Format: Round,Node,Neighbor,Trust_Score
# Generated at: Tue Jul 15 05:11:48 UTC 2025

40,2,4,1.3079521529323444e-16
40,2,5,1.0
40,2,6,1.0
40,2,7,0.22673275657079753
40,2,8,1.0
40,2,9,1.0
40,3,0,1.3501299044404086e-15
40,3,1,1.7255573667772037e-17
40,3,2,1.0
40,3,4,1.3079521529323444e-16
40,3,5,1.0
40,3,6,1.0
40,3,7,0.2620365408160501
40,3,8,1.0
40,3,9,1.0
40,5,0,9.884804753750558e-17
40,5,1,1.7255573667772037e-17
40,5,2,1.0
40,5,3,1.0
40,5,4,1.3079521529323444e-16
40,5,6,1.0
40,5,7,1.0
40,5,8,1.0
40,5,9,1.0
40,6,0,1.0488836765901027e-16
40,6,1,1.7255573667772037e-17
40,6,2,1.0
40,6,3,1.0
40,6,4,1.3079521529323444e-16
40,6,5,1.0
40,6,7,1.0
40,6,8,0.7697979589711327
40,6,9,1.0
40,7,0,1.0476923904290418e-16
40,7,1,1.7255573667772037e-17
40,7,2,1.0
40,7,3,1.0
40,7,4,1.3079521529323444e-16
40,7,5,1.0
40,7,6,1.0
40,7,8,1.0
40,7,9,1.0
40,8,0,1.3501299044404086e-15
40,8,1,1.7255573667772037e-17
40,8,2,1.0
40,8,3,1.0
40,8,4,1.3079521529323444e-16
40,8,5,1.0
40,8,6,1.0
40,8,7,1.0
40,8,9,1.0
40,9,0,1.3501299044404086e-15
40,9,1,1.7255573667772037e-17
40,9,2,1.0
40,9,3,1.0
40,9,4,1.3079521529323444e-16
40,9,5,1.0
40,9,6,1.0
40,9,7,0.32251392624046576
40,9,8,1.0
41,2,0,1.3501299044404088e-16
41,2,1,1.7255573667772037e-18
41,2,3,1.0
41,2,4,1.3079521529323445e-17
41,2,5,1.0
41,2,6,1.0
41,2,7,0.24431987962636526
41,2,8,0.7306819258182583
41,2,9,1.0
41,3,0,1.3501299044404088e-16
41,3,1,1.7255573667772037e-18
41,3,2,1.0
41,3,4,1.3079521529323445e-17
41,3,5,1.0
41,3,6,1.0
41,3,7,0.2792175007331671
41,3,8,1.0
41,3,9,1.0
41,5,0,9.884804753750558e-18
41,5,1,1.7255573667772037e-18
41,5,2,1.0
41,5,3,1.0
41,5,4,1.3079521529323445e-17
41,5,6,1.0
41,5,7,1.0
41,5,8,1.0
41,5,9,1.0
41,6,0,1.0488836765901029e-17
41,6,1,1.7255573667772037e-18
41,6,2,1.0
41,6,3,1.0
41,6,4,1.3079521529323445e-17
41,6,5,1.0
41,6,7,1.0
41,6,8,0.7793938339396568
41,6,9,1.0
41,7,0,1.0476923904290419e-17
41,7,1,1.7255573667772037e-18
41,7,2,1.0
41,7,3,1.0
41,7,4,1.3079521529323445e-17
41,7,5,1.0
41,7,6,1.0
41,7,8,1.0
41,7,9,1.0
41,8,0,1.3501299044404088e-16
41,8,1,1.7255573667772037e-18
41,8,2,0.7191188559637619
41,8,3,1.0
41,8,4,1.3079521529323445e-17
41,8,5,1.0
41,8,6,1.0
41,8,7,1.0
41,8,9,1.0
41,9,0,1.3501299044404088e-16
41,9,1,1.7255573667772037e-18
41,9,2,1.0
41,9,3,1.0
41,9,4,1.3079521529323445e-17
41,9,5,1.0
41,9,6,1.0
41,9,7,0.3389758346809782
41,9,8,1.0
42,2,0,1.350129904440409e-17
42,2,1,1.7255573667772039e-19
42,2,3,1.0
42,2,4,1.3079521529323445e-18
42,2,5,1.0
42,2,6,1.0
42,2,7,0.2617058523673267
42,2,8,0.7410610986982472
42,2,9,1.0
42,3,0,1.350129904440409e-17
42,3,1,1.7255573667772039e-19
42,3,2,1.0
42,3,4,1.3079521529323445e-18
42,3,5,1.0
42,3,6,1.0
42,3,7,0.29619728281971736
42,3,8,1.0
42,3,9,1.0
42,5,0,9.884804753750557e-19
42,5,1,1.7255573667772039e-19
42,5,2,1.0
42,5,3,1.0
42,5,4,1.3079521529323445e-18
42,5,6,1.0
42,5,7,1.0
42,5,8,1.0
42,5,9,1.0
42,6,0,1.048883676590103e-18
42,6,1,1.7255573667772039e-19
42,6,2,1.0
42,6,3,1.0
42,6,4,1.3079521529323445e-18
42,6,5,1.0
42,6,7,1.0
42,6,8,0.7887875800733426
42,6,9,1.0
42,7,0,1.047692390429042e-18
42,7,1,1.7255573667772039e-19
42,7,2,1.0
42,7,3,1.0
42,7,4,1.3079521529323445e-18
42,7,5,1.0
42,7,6,1.0
42,7,8,1.0
42,7,9,1.0
42,8,0,1.350129904440409e-17
42,8,1,1.7255573667772039e-19
42,8,2,0.72971850018489
42,8,3,1.0
42,8,4,1.3079521529323445e-18
42,8,5,1.0
42,8,6,1.0
42,8,7,1.0
42,8,9,1.0
42,9,0,1.350129904440409e-17
42,9,1,1.7255573667772039e-19
42,9,2,1.0
42,9,3,1.0
42,9,4,1.3079521529323445e-18
42,9,5,1.0
42,9,6,1.0
42,9,7,0.3552365132070302
42,9,8,1.0
43,2,0,1.350129904440409e-18
43,2,1,1.725557366777204e-20
43,2,3,1.0
43,2,4,1.3079521529323446e-19
43,2,5,1.0
43,2,6,1.0
43,2,7,0.2788906613291124
43,2,8,0.13141862702884533
43,2,9,1.0
43,3,0,1.350129904440409e-18
43,3,1,1.725557366777204e-20
43,3,2,1.0
43,3,4,1.3079521529323446e-19
43,3,5,1.0
43,3,6,1.0
43,3,7,0.31297587295334045
43,3,8,0.7298720604841692
43,3,9,1.0
43,5,0,9.884804753750557e-20
43,5,1,1.725557366777204e-20
43,5,2,1.0
43,5,3,1.0
43,5,4,1.3079521529323446e-19
43,5,6,1.0
43,5,7,1.0
43,5,8,1.0
43,5,9,1.0
43,6,0,1.0488836765901031e-19
43,6,1,1.725557366777204e-20
43,6,2,1.0
43,6,3,1.0
43,6,4,1.3079521529323446e-19
43,6,5,1.0
43,6,7,1.0
43,6,8,0.7979791505577953
43,6,9,1.0
43,7,0,1.0476923904290421e-19
43,7,1,1.725557366777204e-20
43,7,2,1.0
43,7,3,1.0
43,7,4,1.3079521529323446e-19
43,7,5,1.0
43,7,6,1.0
43,7,8,1.0
43,7,9,1.0
43,8,0,1.350129904440409e-18
43,8,1,1.725557366777204e-20
43,8,2,0.7401162210854549
43,8,3,1.0
43,8,4,1.3079521529323446e-19
43,8,5,1.0
43,8,6,1.0
43,8,7,1.0
43,8,9,1.0
43,9,0,1.350129904440409e-18
43,9,1,1.725557366777204e-20
43,9,2,1.0
43,9,3,1.0
43,9,4,1.3079521529323446e-19
43,9,5,1.0
43,9,6,1.0
43,9,7,0.3712959464074015
43,9,8,1.0
44,2,0,1.3501299044404092e-19
44,2,1,1.725557366777204e-21
44,2,3,1.0
44,2,4,1.3079521529323448e-20
44,2,5,1.0
44,2,6,1.0
44,2,7,0.2958742927272662
44,2,8,0.013141862702884533
44,2,9,1.0
44,3,0,1.3501299044404092e-19
44,3,1,1.725557366777204e-21
44,3,2,1.0
44,3,4,1.3079521529323448e-20
44,3,5,1.0
44,3,6,1.0
44,3,7,0.32955325666786744
44,3,8,0.7402668272351036
44,3,9,1.0
44,5,0,9.884804753750559e-21
44,5,1,1.725557366777204e-21
44,5,2,1.0
44,5,3,1.0
44,5,4,1.3079521529323448e-20
44,5,6,1.0
44,5,7,1.0
44,5,8,1.0
44,5,9,1.0
44,6,0,1.0488836765901032e-20
44,6,1,1.725557366777204e-21
44,6,2,1.0
44,6,3,1.0
44,6,4,1.3079521529323448e-20
44,6,5,1.0
44,6,7,1.0
44,6,8,0.8069684964615239
44,6,9,1.0
44,7,0,1.0476923904290421e-20
44,7,1,1.725557366777204e-21
44,7,2,1.0
44,7,3,1.0
44,7,4,1.3079521529323448e-20
44,7,5,1.0
44,7,6,1.0
44,7,8,1.0
44,7,9,1.0
44,8,0,1.3501299044404092e-19
44,8,1,1.725557366777204e-21
44,8,2,0.7503119805748613
44,8,3,1.0
44,8,4,1.3079521529323448e-20
44,8,5,1.0
44,8,6,1.0
44,8,7,1.0
44,8,9,1.0
44,9,0,1.3501299044404092e-19
44,9,1,1.725557366777204e-21
44,9,2,1.0
44,9,3,1.0
44,9,4,1.3079521529323448e-20
44,9,5,1.0
44,9,6,1.0
44,9,7,0.38715411847851483
44,9,8,1.0
45,2,0,1.3501299044404093e-20
45,2,1,1.725557366777204e-22
45,2,3,1.0
45,2,4,1.3079521529323448e-21
45,2,5,1.0
45,2,6,1.0
45,2,7,0.3126567324458856
45,2,8,0.0013141862702884533
45,2,9,1.0
45,3,0,1.3501299044404093e-20
45,3,1,1.725557366777204e-22
45,3,2,1.0
45,3,4,1.3079521529323448e-21
45,3,5,1.0
45,3,6,1.0
45,3,7,0.34592941914058534
45,3,8,0.7504596320064096
45,3,9,1.0
45,5,0,9.88480475375056e-22
45,5,1,1.725557366777204e-22
45,5,2,1.0
45,5,3,1.0
45,5,4,1.3079521529323448e-21
45,5,6,1.0
45,5,7,1.0
45,5,8,1.0
45,5,9,1.0
45,6,0,1.0488836765901034e-21
45,6,1,1.725557366777204e-22
45,6,2,1.0
45,6,3,1.0
45,6,4,1.3079521529323448e-21
45,6,5,1.0
45,6,7,1.0
45,6,8,0.8157555665884428
45,6,9,1.0
45,7,0,1.0476923904290421e-21
45,7,1,1.725557366777204e-22
45,7,2,1.0
45,7,3,1.0
45,7,4,1.3079521529323448e-21
45,7,5,1.0
45,7,6,1.0
45,7,8,1.0
45,7,9,1.0
45,8,0,1.3501299044404093e-20
45,8,1,1.725557366777204e-22
45,8,2,0.7603057390155109
45,8,3,1.0
45,8,4,1.3079521529323448e-21
45,8,5,1.0
45,8,6,1.0
45,8,7,1.0
45,8,9,1.0
45,9,0,1.3501299044404093e-20
45,9,1,1.725557366777204e-22
45,9,2,1.0
45,9,3,1.0
45,9,4,1.3079521529323448e-21
45,9,5,1.0
45,9,6,1.0
45,9,7,0.40281101320922674
45,9,8,1.0
46,2,0,1.3501299044404093e-21
46,2,1,1.7255573667772042e-23
46,2,3,1.0
46,2,4,1.3079521529323449e-22
46,2,5,1.0
46,2,6,1.0
46,2,7,0.32923796602549743
46,2,8,0.00013141862702884533
46,2,9,1.0
46,3,0,1.3501299044404093e-21
46,3,1,1.7255573667772042e-23
46,3,2,1.0
46,3,4,1.3079521529323449e-22
46,3,5,1.0
46,3,6,1.0
46,3,7,0.3621043451788634
46,3,8,0.13215582847098348
46,3,9,1.0
46,5,0,9.88480475375056e-23
46,5,1,1.7255573667772042e-23
46,5,2,1.0
46,5,3,1.0
46,5,4,1.3079521529323449e-22
46,5,6,1.0
46,5,7,1.0
46,5,8,0.7289693693425656
46,5,9,1.0
46,6,0,1.0488836765901034e-22
46,6,1,1.7255573667772042e-23
46,6,2,1.0
46,6,3,1.0
46,6,4,1.3079521529323449e-22
46,6,5,1.0
46,6,7,1.0
46,6,8,0.16103389306101515
46,6,9,1.0
46,7,0,1.0476923904290422e-22
46,7,1,1.7255573667772042e-23
46,7,2,1.0
46,7,3,1.0
46,7,4,1.3079521529323449e-22
46,7,5,1.0
46,7,6,1.0
46,7,8,0.7185321357465414
46,7,9,1.0
46,8,0,1.3501299044404093e-21
46,8,1,1.7255573667772042e-23
46,8,2,0.7700974551262749
46,8,3,1.0
46,8,4,1.3079521529323449e-22
46,8,5,1.0
46,8,6,1.0
46,8,7,1.0
46,8,9,1.0
46,9,0,1.3501299044404093e-21
46,9,1,1.7255573667772042e-23
46,9,2,1.0
46,9,3,1.0
46,9,4,1.3079521529323449e-22
46,9,5,1.0
46,9,6,1.0
46,9,7,0.41826661396482046
46,9,8,1.0
47,2,0,1.3501299044404094e-22
47,2,1,1.7255573667772042e-24
47,2,3,1.0
47,2,4,1.3079521529323449e-23
47,2,5,1.0
47,2,6,1.0
47,2,7,0.3456179786503339
47,2,8,1.3141862702884534e-05
47,2,9,1.0
47,3,0,1.3501299044404094e-22
47,3,1,1.7255573667772042e-24
47,3,2,1.0
47,3,4,1.3079521529323449e-23
47,3,5,1.0
47,3,6,1.0
47,3,7,0.37807801920610135
47,3,8,0.013215582847098348
47,3,9,1.0
47,5,0,9.88480475375056e-24
47,5,1,1.7255573667772042e-24
47,5,2,1.0
47,5,3,1.0
47,5,4,1.3079521529323449e-23
47,5,6,1.0
47,5,7,1.0
47,5,8,0.7393814897924536
47,5,9,1.0
47,6,0,1.0488836765901035e-23
47,6,1,1.7255573667772042e-24
47,6,2,1.0
47,6,3,1.0
47,6,4,1.3079521529323449e-23
47,6,5,1.0
47,6,7,1.0
47,6,8,0.17935291166943396
47,6,9,1.0
47,7,0,1.0476923904290422e-23
47,7,1,1.7255573667772042e-24
47,7,2,1.0
47,7,3,1.0
47,7,4,1.3079521529323449e-23
47,7,5,1.0
47,7,6,1.0
47,7,8,0.7291428447568471
47,7,9,1.0
47,8,0,1.3501299044404094e-22
47,8,1,1.7255573667772042e-24
47,8,2,0.7796870858777424
47,8,3,1.0
47,8,4,1.3079521529323449e-23
47,8,5,1.0
47,8,6,1.0
47,8,7,1.0
47,8,9,1.0
47,9,0,1.3501299044404094e-22
47,9,1,1.7255573667772042e-24
47,9,2,1.0
47,9,3,1.0
47,9,4,1.3079521529323449e-23
47,9,5,1.0
47,9,6,1.0
47,9,7,0.43352090367014834
47,9,8,1.0
48,2,0,1.3501299044404095e-23
48,2,1,1.7255573667772044e-25
48,2,3,1.0
48,2,4,1.307952152932345e-24
48,2,5,1.0
48,2,6,1.0
48,2,7,0.3617967551349716
48,2,8,1.3141862702884535e-06
48,2,9,1.0
48,3,0,1.3501299044404095e-23
48,3,1,1.7255573667772044e-25
48,3,2,1.0
48,3,4,1.307952152932345e-24
48,3,5,1.0
48,3,6,1.0
48,3,7,0.39385042524695507
48,3,8,0.001321558284709835
48,3,9,1.0
48,5,0,9.88480475375056e-25
48,5,1,1.7255573667772044e-25
48,5,2,1.0
48,5,3,1.0
48,5,4,1.307952152932345e-24
48,5,6,1.0
48,5,7,1.0
48,5,8,0.7495916515973917
48,5,9,1.0
48,6,0,1.0488836765901035e-24
48,6,1,1.7255573667772044e-25
48,6,2,1.0
48,6,3,1.0
48,6,4,1.307952152932345e-24
48,6,5,1.0
48,6,7,1.0
48,6,8,0.1974708264316859
48,6,9,1.0
48,7,0,1.0476923904290423e-24
48,7,1,1.7255573667772044e-25
48,7,2,1.0
48,7,3,1.0
48,7,4,1.307952152932345e-24
48,7,5,1.0
48,7,6,1.0
48,7,8,0.7395516324911253
48,7,9,1.0
48,8,0,1.3501299044404095e-23
48,8,1,1.7255573667772044e-25
48,8,2,0.7890745863783497
48,8,3,1.0
48,8,4,1.307952152932345e-24
48,8,5,1.0
48,8,6,1.0
48,8,7,1.0
48,8,9,1.0
48,9,0,1.3501299044404095e-23
48,9,1,1.7255573667772044e-25
48,9,2,1.0
48,9,3,1.0
48,9,4,1.307952152932345e-24
48,9,5,1.0
48,9,6,1.0
48,9,7,0.4485738647918659
48,9,8,1.0
49,2,0,1.3501299044404095e-24
49,2,1,1.7255573667772045e-26
49,2,3,1.0
49,2,4,1.307952152932345e-25
49,2,5,1.0
49,2,6,1.0
49,2,7,0.3777742799102931
49,2,8,1.3141862702884535e-07
49,2,9,1.0
49,3,0,1.3501299044404095e-24
49,3,1,1.7255573667772045e-26
49,3,2,1.0
49,3,4,1.307952152932345e-25
49,3,5,1.0
49,3,6,1.0
49,3,7,0.40942154691179405
49,3,8,0.021308338332684466
49,3,9,1.0
49,5,0,9.884804753750561e-26
49,5,1,1.7255573667772045e-26
49,5,2,1.0
49,5,3,1.0
49,5,4,1.307952152932345e-25
49,5,6,1.0
49,5,7,1.0
49,5,8,0.7595998152331964
49,5,9,1.0
49,6,0,1.0488836765901035e-25
49,6,1,1.7255573667772045e-26
49,6,2,1.0
49,6,3,1.0
49,6,4,1.307952152932345e-25
49,6,5,1.0
49,6,7,1.0
49,6,8,0.21538762495785474
49,6,9,1.0
49,7,0,1.0476923904290425e-25
49,7,1,1.7255573667772045e-26
49,7,2,1.0
49,7,3,1.0
49,7,4,1.307952152932345e-25
49,7,5,1.0
49,7,6,1.0
49,7,8,0.7497584609409206
49,7,9,1.0
49,8,0,1.3501299044404095e-24
49,8,1,1.7255573667772045e-26
49,8,2,0.7982599097503742
49,8,3,1.0
49,8,4,1.307952152932345e-25
49,8,5,1.0
49,8,6,1.0
49,8,7,1.0
49,8,9,1.0
49,9,0,1.3501299044404095e-24
49,9,1,1.7255573667772045e-26
49,9,2,1.0
49,9,3,1.0
49,9,4,1.307952152932345e-25
49,9,5,1.0
49,9,6,1.0
49,9,7,0.463425479319696
49,9,8,1.0
50,2,0,1.3501299044404096e-25
50,2,1,1.7255573667772045e-27
50,2,3,1.0
50,2,4,1.307952152932345e-26
50,2,5,1.0
50,2,6,1.0
50,2,7,0.39355053700872694
50,2,8,1.3141862702884536e-08
50,2,9,1.0
50,3,0,1.3501299044404096e-25
50,3,1,1.7255573667772045e-27
50,3,2,1.0
50,3,4,1.307952152932345e-26
50,3,5,1.0
50,3,6,1.0
50,3,7,0.42479136738033835
50,3,8,0.002130833833268447
50,3,9,1.0
50,5,0,9.884804753750562e-27
50,5,1,1.7255573667772045e-27
50,5,2,1.0
50,5,3,1.0
50,5,4,1.307952152932345e-26
50,5,6,1.0
50,5,7,1.0
50,5,8,0.7694059395392983
50,5,9,1.0
50,6,0,1.0488836765901036e-26
50,6,1,1.7255573667772045e-27
50,6,2,1.0
50,6,3,1.0
50,6,4,1.307952152932345e-26
50,6,5,1.0
50,6,7,1.0
50,6,8,0.021538762495785475
50,6,9,1.0
50,7,0,1.0476923904290426e-26
50,7,1,1.7255573667772045e-27
50,7,2,1.0
50,7,3,1.0
50,7,4,1.307952152932345e-26
50,7,5,1.0
50,7,6,1.0
50,7,8,0.7597632905558431
50,7,9,1.0
50,8,0,1.3501299044404096e-25
50,8,1,1.7255573667772045e-27
50,8,2,0.8072430069946352
50,8,3,1.0
50,8,4,1.307952152932345e-26
50,8,5,1.0
50,8,6,1.0
50,8,7,1.0
50,8,9,1.0
50,9,0,1.3501299044404096e-25
50,9,1,1.7255573667772045e-27
50,9,2,1.0
50,9,3,1.0
50,9,4,1.307952152932345e-26
50,9,5,1.0
50,9,6,1.0
50,9,7,0.4780757287466553
50,9,8,1.0
